Mapping parameters for Oncorhynchus keta (Chum salmon)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas: 18 |  61 |  67 |  77,
Bounding Box (NSWE): ,67,24,130,-110

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,28,61,250
Temperature (°C),1,-0.33,3.26,10.44,20.48
Salinity (psu),1,28.76,31.44,32.88,34.43
Primary Production,1,94,547,1741,2742
Sea Ice Concentration,1,-0.96,0,0.119999997317791,0.44
Distance to Land (km),0,0,6,242,458
 

Map data (HSPEC) for predicted occurrences (n = 2353): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Oncorhynchus,keta,34.25,130.25,1313:140:1,0.03,,,,,,
Oncorhynchus,keta,34.25,130.75,1313:140:2,0.03,,,,,,
Oncorhynchus,keta,34.75,130.25,1313:140:3,0.02,,,,,,
Oncorhynchus,keta,34.75,130.75,1313:140:4,0.03,,,,,,
Oncorhynchus,keta,34.25,131.25,1313:141:1,0.02,,,,,,
Oncorhynchus,keta,34.25,131.75,1313:141:2,0.02,,,,,,
Oncorhynchus,keta,34.75,131.25,1313:141:3,0.02,,,,,,
Oncorhynchus,keta,34.75,131.75,1313:141:4,0.02,,,,,,
Oncorhynchus,keta,34.25,132.25,1313:142:1,0.01,,,,,,
Oncorhynchus,keta,34.25,132.75,1313:142:2,0.01,,,,,,
Oncorhynchus,keta,34.75,132.25,1313:142:3,0.01,,,,,,
Oncorhynchus,keta,35.25,130.25,1313:350:1,0.08,,,,,,
Oncorhynchus,keta,35.25,130.75,1313:350:2,0.08,,,,,,
Oncorhynchus,keta,35.75,130.25,1313:350:3,0.06,,,,,,
Oncorhynchus,keta,35.75,130.75,1313:350:4,0.05,,,,,,
Oncorhynchus,keta,35.25,131.25,1313:351:1,0.07,,,,,,
Oncorhynchus,keta,35.25,131.75,1313:351:2,0.05,,,,,,
Oncorhynchus,keta,35.75,131.25,1313:351:3,0.06,,,,,,
Oncorhynchus,keta,35.75,131.75,1313:351:4,0.04,,,,,,
Oncorhynchus,keta,35.25,132.25,1313:352:1,0.06,,,,,,
Oncorhynchus,keta,35.25,132.75,1313:352:2,0.05,,,,,,
Oncorhynchus,keta,35.75,132.25,1313:352:3,0.04,,,,,,
Oncorhynchus,keta,35.75,132.75,1313:352:4,0.05,,,,,,
