Mapping parameters for Oncorhynchus tshawytscha (Chinook salmon)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas: 18 |  61 |  67 |  77 |  81,
Bounding Box (NSWE): ,72,27,136,-109

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,43,172,375
Temperature (°C),1,-1.75,3.69,10.78,19.95
Salinity (psu),1,28.76,31.29,32.88,34.2
Primary Production,1,71.5,544,1777,2742
Sea Ice Concentration,1,-0.97,0,0.0900000035762787,0.7
Distance to Land (km),0,0,6,241,381
 

Map data (HSPEC) for predicted occurrences (n = 2763): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Oncorhynchus,tshawytscha,35.25,136.75,1313:456:2,0.02,,,,,,
Oncorhynchus,tshawytscha,35.75,136.25,1313:456:3,0.01,,,,,,
Oncorhynchus,tshawytscha,36.25,136.25,1313:466:1,0.10,,,,,,
Oncorhynchus,tshawytscha,36.75,136.25,1313:466:3,0.10,,,,,,
Oncorhynchus,tshawytscha,36.75,136.75,1313:466:4,0.13,,,,,,
Oncorhynchus,tshawytscha,36.75,137.25,1313:467:3,0.13,,,,,,
Oncorhynchus,tshawytscha,36.75,137.75,1313:467:4,0.01,,,,,,
Oncorhynchus,tshawytscha,37.25,136.25,1313:476:1,0.09,,,,,,
Oncorhynchus,tshawytscha,37.25,136.75,1313:476:2,0.15,,,,,,
Oncorhynchus,tshawytscha,37.75,136.25,1313:476:3,0.08,,,,,,
Oncorhynchus,tshawytscha,37.75,136.75,1313:476:4,0.09,,,,,,
Oncorhynchus,tshawytscha,37.25,137.25,1313:477:1,0.17,,,,,,
Oncorhynchus,tshawytscha,37.25,137.75,1313:477:2,0.17,,,,,,
Oncorhynchus,tshawytscha,37.75,137.25,1313:477:3,0.17,,,,,,
Oncorhynchus,tshawytscha,37.75,137.75,1313:477:4,0.17,,,,,,
Oncorhynchus,tshawytscha,37.25,138.25,1313:478:1,0.17,,,,,,
Oncorhynchus,tshawytscha,37.25,138.75,1313:478:2,0.14,,,,,,
Oncorhynchus,tshawytscha,37.75,138.25,1313:478:3,0.14,,,,,,
Oncorhynchus,tshawytscha,37.75,138.75,1313:478:4,0.14,,,,,,
Oncorhynchus,tshawytscha,37.75,139.25,1313:479:3,0.13,,,,,,
Oncorhynchus,tshawytscha,38.25,136.75,1313:486:2,0.10,,,,,,
Oncorhynchus,tshawytscha,38.25,137.25,1313:487:1,0.13,,,,,,
Oncorhynchus,tshawytscha,38.75,137.25,1313:487:3,0.04,,,,,,
Oncorhynchus,tshawytscha,38.25,138.25,1313:488:1,0.16,,,,,,
Oncorhynchus,tshawytscha,38.25,138.75,1313:488:2,0.16,,,,,,
Oncorhynchus,tshawytscha,38.75,138.25,1313:488:3,0.16,,,,,,
Oncorhynchus,tshawytscha,38.75,138.75,1313:488:4,0.16,,,,,,
Oncorhynchus,tshawytscha,38.25,139.25,1313:489:1,0.17,,,,,,
Oncorhynchus,tshawytscha,38.75,139.25,1313:489:3,0.17,,,,,,
Oncorhynchus,tshawytscha,38.75,139.75,1313:489:4,0.17,,,,,,
Oncorhynchus,tshawytscha,39.25,138.75,1313:498:2,0.13,,,,,,
Oncorhynchus,tshawytscha,39.25,139.25,1313:499:1,0.01,,,,,,
Oncorhynchus,tshawytscha,39.25,139.75,1313:499:2,0.15,,,,,,
Oncorhynchus,tshawytscha,39.75,139.75,1313:499:4,0.15,,,,,,
Oncorhynchus,tshawytscha,37.75,140.75,1314:370:4,0.02,,,,,,
Oncorhynchus,tshawytscha,37.25,141.25,1314:371:1,0.03,,,,,,
Oncorhynchus,tshawytscha,37.25,141.75,1314:371:2,0.03,,,,,,
Oncorhynchus,tshawytscha,37.75,141.25,1314:371:3,0.03,,,,,,
Oncorhynchus,tshawytscha,37.75,141.75,1314:371:4,0.03,,,,,,
Oncorhynchus,tshawytscha,38.25,140.75,1314:380:2,0.05,,,,,,
Oncorhynchus,tshawytscha,38.25,141.25,1314:381:1,0.05,,,,,,
Oncorhynchus,tshawytscha,38.25,141.75,1314:381:2,0.09,,,,,,
Oncorhynchus,tshawytscha,38.75,141.25,1314:381:3,0.03,,,,,,
Oncorhynchus,tshawytscha,38.75,141.75,1314:381:4,0.09,,,,,,
Oncorhynchus,tshawytscha,38.25,142.25,1314:382:1,0.06,,,,,,
Oncorhynchus,tshawytscha,38.75,142.25,1314:382:3,0.10,,,,,,
Oncorhynchus,tshawytscha,39.25,140.25,1314:390:1,0.15,,,,,,
Oncorhynchus,tshawytscha,39.75,140.25,1314:390:3,0.15,,,,,,
Oncorhynchus,tshawytscha,39.25,141.75,1314:391:2,0.18,,,,,,
Oncorhynchus,tshawytscha,39.75,141.75,1314:391:4,0.18,,,,,,
Oncorhynchus,tshawytscha,40.25,139.75,1413:209:2,0.17,,,,,,
Oncorhynchus,tshawytscha,40.75,139.75,1413:209:4,0.17,,,,,,
Oncorhynchus,tshawytscha,41.25,139.75,1413:219:2,0.17,,,,,,
Oncorhynchus,tshawytscha,41.75,139.25,1413:219:3,0.17,,,,,,
